index,gender_rate,school_diversity,cgpa_average,*diversity
4,0.6666666666666666,1.0,4.118,1.2335767607919506
5,0.6666666666666666,1.0,4.168,1.2347938980850373
6,0.6666666666666666,1.0,4.05,1.2319214540733527
7,0.6666666666666666,0.8,4.098000000000001,1.0997565725413827
8,0.6666666666666666,1.0,4.048,1.2318727685816293
9,0.6666666666666666,1.0,4.182,1.2351346965271015
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.048,1.3593329519772133
1,0.6666666666666666,1.0,4.078,1.3600646236029876
2,0.6666666666666666,1.0,4.095999999999999,1.3605036265784523
3,0.6666666666666666,1.0,4.098,1.3605524046868374
4,0.6666666666666666,1.0,4.108,1.360796295228762
5,0.6666666666666666,1.0,4.12,1.3610889638790717
6,0.6666666666666666,1.0,4.14,1.3615767449629215
7,0.6666666666666666,1.0,4.174,1.3624059728054656
8,0.6666666666666666,1.0,4.066,1.3597719549526779
9,0.6666666666666666,1.0,4.074,1.3599670673862179
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.032,1.1899027060390475
1,0.6666666666666666,1.0,4.048,1.1902925315921125
2,0.6666666666666666,1.0,4.09,1.191315823668908
3,0.6666666666666666,1.0,4.101999999999999,1.1916081928337068
4,0.6666666666666666,1.0,4.119999999999999,1.1920467465809048
5,0.6666666666666666,1.0,4.138,1.192485300328103
6,0.6666666666666666,1.0,4.152,1.192826397687035
7,0.6666666666666666,1.0,4.2059999999999995,1.1941420589286293
8,0.6666666666666666,0.8,4.048,1.0652925315921125
9,0.6666666666666666,1.0,4.108,1.1917543774161061
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,1.0,4.034000000000001,1.0759645508889497
1,0.6666666666666666,1.0,4.062,1.514152951341327
2,0.6666666666666666,1.0,4.0280000000000005,1.5133170365062973
3,0.6666666666666666,1.0,4.072,1.5143988086457476
4,0.6666666666666666,1.0,4.076,1.5144971515675156
5,0.6666666666666666,1.0,4.090000000000001,1.5148413517937045
6,0.6666666666666666,1.0,4.098,1.5150380376372408
7,0.6666666666666666,1.0,4.106,1.5152347234807773
8,0.6666666666666666,0.8,4.044,1.3708532653362273
9,0.6666666666666666,0.8,4.064,1.3713449799450683
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.058,1.2297198192767813
1,0.6666666666666666,1.0,4.066000000000001,1.2299153131431613
2,0.6666666666666666,1.0,4.074,1.2301108070095412
3,0.6666666666666666,1.0,4.08,1.230257427409326
4,0.6666666666666666,1.0,4.081999999999999,1.2303063008759212
5,0.6666666666666666,1.0,4.104,1.230843909008466
6,0.6666666666666666,1.0,4.124,1.2313326436744159
7,0.6666666666666666,1.0,4.1579999999999995,1.2321634926065306
8,0.6666666666666666,1.0,4.06,1.2297686927433762
9,0.6666666666666666,1.0,4.1160000000000005,1.231137149808036
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.028,1.373410290312009
1,0.6666666666666666,1.0,4.1,1.375173181453481
2,0.6666666666666666,1.0,4.1,1.375173181453481
3,0.6666666666666666,1.0,4.112,1.3754669966437263
4,0.6666666666666666,1.0,4.126,1.375809781032346
5,0.6666666666666666,1.0,4.1259999999999994,1.375809781032346
6,0.6666666666666666,1.0,4.13,1.3759077194290943
7,0.6666666666666666,0.8,4.023999999999999,1.2194661980691068
8,0.6666666666666666,0.8,4.037999999999999,1.2198089824577263
9,0.6666666666666666,1.0,4.058,1.3741448282876223
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,1.0,4.052,1.0994187164075382
1,0.25,1.0,4.026,1.098779581697607
2,0.6666666666666666,1.0,4.05,1.5752467451815377
3,0.6666666666666666,1.0,4.014,1.5743617894293254
4,0.6666666666666666,1.0,4.038,1.5749517599308003
5,0.6666666666666666,1.0,4.078,1.5759350440999251
6,0.6666666666666666,1.0,4.114,1.5768199998521375
7,0.6666666666666666,1.0,4.124,1.5770658208944188
8,0.6666666666666666,1.0,4.1240000000000006,1.5770658208944188
9,0.6666666666666666,1.0,4.0600000000000005,1.575492566223819
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.032,1.2320794148380354
1,0.6666666666666666,1.0,4.052,1.2325692267502613
2,0.6666666666666666,1.0,4.098,1.2336957941483804
3,0.6666666666666666,1.0,4.1,1.233744775339603
4,0.6666666666666666,1.0,4.102,1.2337937565308255
5,0.6666666666666666,1.0,4.102,1.2337937565308255
6,0.6666666666666666,1.0,4.104,1.233842737722048
7,0.6666666666666666,1.0,4.1259999999999994,1.2343815308254962
8,0.6666666666666666,1.0,4.066,1.2329120950888193
9,0.6666666666666666,0.8,4.05,1.0991869122257052
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,0.8,4.074,1.371183713446201
1,0.6666666666666666,1.0,4.072000000000001,1.5139918847068699
2,0.6666666666666666,1.0,4.0760000000000005,1.514089827899818
3,0.6666666666666666,1.0,4.086,1.5143346858821882
4,0.6666666666666666,1.0,4.087999999999999,1.5143836574786622
5,0.6666666666666666,1.0,4.0920000000000005,1.5144816006716104
6,0.6666666666666666,1.0,4.112,1.5149713166363508
7,0.6666666666666666,1.0,4.114,1.5150202882328248
8,0.6666666666666666,0.8,4.086,1.3714775430250454
9,0.6666666666666666,1.0,4.04,1.5132083391632851
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.048,1.361517527876488
1,0.6666666666666666,1.0,4.048,1.361517527876488
2,0.6666666666666666,1.0,4.072000000000001,1.362106889892106
3,0.6666666666666666,1.0,4.1,1.362794478910327
4,0.6666666666666666,1.0,4.104,1.36289270591293
5,0.6666666666666666,1.0,4.128,1.3634820679285482
6,0.6666666666666666,1.0,4.136,1.3636785219337542
7,0.6666666666666666,0.6,4.029999999999999,1.0753612206504886
8,0.6666666666666666,1.0,4.000000000000001,1.3603388038452517
9,0.6666666666666666,1.0,4.055999999999999,1.361713981881694
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.094,1.4254021973710025
1,0.25,1.0,4.078,0.9875098096919757
2,0.6666666666666666,1.0,4.062,1.4246174220129488
3,0.6666666666666666,1.0,4.066000000000001,1.4247155189327054
4,0.6666666666666666,1.0,4.076,1.4249607612320974
5,0.6666666666666666,1.0,4.0840000000000005,1.4251569550716108
6,0.6666666666666666,1.0,4.102,1.425598391210516
7,0.6666666666666666,1.0,4.1080000000000005,1.425745536590151
8,0.6666666666666666,1.0,4.06,1.4245683735530703
9,0.6666666666666666,1.0,4.046000000000001,1.4242250343339218
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.078,1.3142627785779273
1,0.6666666666666666,1.0,4.094,1.314654225463478
2,0.6666666666666666,1.0,4.101999999999999,1.3148499489062535
3,0.6666666666666666,1.0,4.118,1.315241395791804
4,0.6666666666666666,1.0,4.122,1.315339257513192
5,0.6666666666666666,1.0,4.146,1.315926427841518
6,0.6666666666666666,1.0,4.05,1.3135777465282137
7,0.6666666666666666,1.0,4.052,1.3136266773889074
8,0.6666666666666666,1.0,4.031999999999999,1.313137368781969
9,0.6666666666666666,1.0,4.08,1.3143117094386212
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,1.0,4.055999999999999,0.9862918939984411
1,0.25,1.0,4.1,0.9873636009353078
2,0.6666666666666666,1.0,4.066,1.42403546375682
3,0.6666666666666666,1.0,4.068,1.4240841777084956
4,0.6666666666666666,1.0,4.11,1.4251071706936866
5,0.6666666666666666,1.0,4.138,1.4257891660171473
6,0.6666666666666666,1.0,4.152,1.4261301636788777
7,0.6666666666666666,1.0,4.177999999999999,1.4267634450506623
8,0.6666666666666666,1.0,4.062,1.4239380358534683
9,0.6666666666666666,0.8,4.1259999999999994,1.3004968823070926
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,0.8,4.0520000000000005,1.2653186313768456
1,0.6666666666666666,1.0,4.034,1.4077317683139094
2,0.6666666666666666,1.0,4.046000000000001,1.4080277722606287
3,0.6666666666666666,1.0,4.064,1.4084717781807077
4,0.6666666666666666,1.0,4.087999999999999,1.4090637860741462
5,0.6666666666666666,1.0,4.108,1.409557125985345
6,0.6666666666666666,0.6,4.018000000000001,1.1216228106706647
7,0.6666666666666666,0.8,4.054,1.2653679653679655
8,0.6666666666666666,1.0,4.0200000000000005,1.4073864303760701
9,0.6666666666666666,1.0,4.056,1.408274442216228
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,1.0,4.0760000000000005,1.1060010198839019
1,0.6666666666666666,1.0,4.064,1.67188417799658
2,0.25,0.8,4.068,0.9724721449001971
3,0.25,1.0,4.1,1.1065876448350165
4,0.25,1.0,4.14,1.107565353086874
5,0.6666666666666666,0.8,4.072,1.5387463863136184
6,0.6666666666666666,1.0,4.0600000000000005,1.6717864071713944
7,0.6666666666666666,1.0,4.069999999999999,1.6720308342343588
8,0.6666666666666666,1.0,4.127999999999999,1.6734485111995523
9,0.6666666666666666,1.0,4.134,1.673595167437331
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.082,1.3617992096626717
1,0.6666666666666666,1.0,4.108,1.362434161308662
2,0.6666666666666666,1.0,4.114,1.3625806886115825
3,0.6666666666666666,1.0,4.144,1.3633133251261864
4,0.6666666666666666,1.0,4.147999999999999,1.3634110099948002
5,0.6666666666666666,1.0,4.15,1.3634598524291073
6,0.6666666666666666,0.8,4.004,1.217037211867559
7,0.6666666666666666,1.0,4.034000000000001,1.3606269912393056
8,0.6666666666666666,1.0,4.061999999999999,1.3613107853196025
9,0.6666666666666666,1.0,4.101999999999999,1.362287634005741
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.048,1.2709491135933746
1,0.6666666666666666,1.0,4.054,1.2710954479185295
2,0.6666666666666666,1.0,4.098000000000001,1.2721685663029987
3,0.6666666666666666,1.0,4.109999999999999,1.2724612349533082
4,0.6666666666666666,1.0,4.116,1.2726075692784633
5,0.6666666666666666,1.0,4.13,1.272949016037158
6,0.6666666666666666,1.0,4.132,1.2729977941455428
7,0.6666666666666666,1.0,4.204000000000001,1.2747538060474013
8,0.6666666666666666,1.0,4.07,1.2714856727856092
9,0.6666666666666666,0.8,4.04,1.1374206678265015
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,0.8,4.092,0.9774805848145915
1,0.6666666666666666,0.8,4.127999999999999,1.415856795689342
2,0.6666666666666666,1.0,4.016,1.566976960147383
3,0.6666666666666666,1.0,4.0840000000000005,1.568632025133023
4,0.6666666666666666,1.0,4.090000000000001,1.5687780602788146
5,0.6666666666666666,1.0,4.1,1.5690214521884676
6,0.6666666666666666,1.0,4.114,1.5693622008619816
7,0.6666666666666666,1.0,4.136,1.5698976630632182
8,0.6666666666666666,1.0,4.224,1.5720395118681638
9,0.6666666666666666,0.6,4.101999999999999,1.2613778228780905
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.112,1.4112474836028315
1,0.6666666666666666,1.0,4.05,1.409737645301643
2,0.6666666666666666,1.0,4.116,1.4113448925254888
3,0.6666666666666666,1.0,4.126,1.411588414832132
4,0.6666666666666666,1.0,4.127999999999999,1.4116371192934607
5,0.6666666666666666,1.0,4.138,1.411880641600104
6,0.6666666666666666,1.0,4.145999999999999,1.4120754594454186
7,0.6666666666666666,0.6,4.042,1.1428761607896616
8,0.6666666666666666,0.8,4.130000000000001,1.278352490421456
9,0.6666666666666666,1.0,4.0760000000000005,1.4103708032989155
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.024,1.3588194746449165
1,0.6666666666666666,1.0,4.076,1.360088634070866
2,0.6666666666666666,1.0,4.1,1.3606743999597657
3,0.6666666666666666,1.0,4.12,1.3611625382005155
4,0.6666666666666666,1.0,4.132,1.3614554211449654
5,0.6666666666666666,1.0,4.134,1.3615042349690403
6,0.6666666666666666,0.8,4.132,1.2281220878116321
7,0.6666666666666666,1.0,4.066000000000001,1.359844564950491
8,0.6666666666666666,1.0,4.0840000000000005,1.3602838893671658
9,0.6666666666666666,1.0,4.104,1.3607720276079156
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.058,1.3733532424448138
1,0.6666666666666666,1.0,4.098,1.374324823693296
2,0.6666666666666666,1.0,4.104,1.374470560880568
3,0.6666666666666666,1.0,4.122,1.3749077724423848
4,0.6666666666666666,1.0,4.130000000000001,1.3751020886920813
5,0.6666666666666666,1.0,4.144,1.37544214212905
6,0.6666666666666666,1.0,4.1579999999999995,1.3757821955660186
7,0.6666666666666666,1.0,4.1659999999999995,1.375976511815715
8,0.6666666666666666,1.0,4.114,1.3747134561926886
9,0.6666666666666666,1.0,4.0760000000000005,1.3737904540066308
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.098000000000001,1.313958773040664
1,0.6666666666666666,1.0,4.098000000000001,1.313958773040664
2,0.6666666666666666,1.0,4.128,1.31468692838047
3,0.6666666666666666,1.0,4.156000000000001,1.3153665400309555
4,0.6666666666666666,1.0,4.159999999999999,1.315463627409596
5,0.6666666666666666,1.0,4.159999999999999,1.315463627409596
6,0.6666666666666666,1.0,4.061999999999999,1.313084986632897
7,0.6666666666666666,1.0,4.098000000000001,1.313958773040664
8,0.6666666666666666,1.0,4.09,1.3137645982833825
9,0.6666666666666666,1.0,4.15,1.3152209089629943
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.024,1.4072554768818981
1,0.6666666666666666,1.0,4.034,1.407501576207586
2,0.6666666666666666,1.0,4.086,1.4087812927011627
3,0.6666666666666666,1.0,4.087999999999999,1.4088305125663003
4,0.6666666666666666,1.0,4.0920000000000005,1.4089289522965756
5,0.6666666666666666,1.0,4.1,1.4091258317571258
6,0.6666666666666666,1.0,4.045999999999999,1.4077968953984112
7,0.6666666666666666,0.8,4.062,1.2653335114623692
8,0.6666666666666666,1.0,4.0520000000000005,1.407944554993824
9,0.6666666666666666,1.0,4.050000000000001,1.4078953351286865
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.023999999999999,1.2709222467500612
1,0.6666666666666666,1.0,4.066,1.271952415992151
2,0.6666666666666666,1.0,4.094,1.2726391954868774
3,0.6666666666666666,1.0,4.101999999999999,1.2728354181996564
4,0.6666666666666666,1.0,4.12,1.2732769193034092
5,0.6666666666666666,1.0,4.13,1.273522197694383
6,0.6666666666666666,1.0,4.023999999999999,1.2709222467500612
7,0.6666666666666666,0.8,4.072,1.138766249693402
8,0.6666666666666666,1.0,4.052,1.2716090262447877
9,0.6666666666666666,1.0,4.086,1.2724429727740985
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,0.8,4.029999999999999,1.3590999239536041
1,0.6666666666666666,0.8,4.044,1.3594447855163196
2,0.6666666666666666,1.0,4.03,1.5129460777997579
3,0.6666666666666666,1.0,4.034,1.5130446096748194
4,0.6666666666666666,1.0,4.07,1.5139313965503738
5,0.6666666666666666,1.0,4.104000000000001,1.5147689174883971
6,0.6666666666666666,1.0,4.1160000000000005,1.5150645131135818
7,0.6666666666666666,1.0,4.122,1.5152123109261741
8,0.6666666666666666,0.8,4.018000000000001,1.3588043283284195
9,0.6666666666666666,1.0,4.0280000000000005,1.512896811862227
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.054,1.3615574176873129
1,0.6666666666666666,1.0,4.08,1.3621952040779326
2,0.6666666666666666,1.0,4.098000000000001,1.3626367485022077
3,0.6666666666666666,1.0,4.112,1.3629801719433106
4,0.6666666666666666,1.0,4.114,1.3630292324348967
5,0.6666666666666666,1.0,4.122,1.3632254744012413
6,0.6666666666666666,0.8,4.023999999999999,1.2179643674563783
7,0.6666666666666666,0.8,4.022,1.217915306964792
8,0.6666666666666666,1.0,4.0600000000000005,1.3617045991620713
9,0.6666666666666666,1.0,4.08,1.3621952040779326
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.02,1.2792889758643184
1,0.6666666666666666,1.0,4.054,1.2801206784083496
2,0.6666666666666666,1.0,4.063999999999999,1.280365296803653
3,0.6666666666666666,1.0,4.11,1.2814905414220483
4,0.6666666666666666,1.0,4.11,1.2814905414220483
5,0.6666666666666666,1.0,4.1160000000000005,1.2816373124592302
6,0.6666666666666666,1.0,4.1259999999999994,1.2818819308545335
7,0.6666666666666666,1.0,4.136000000000001,1.282126549249837
8,0.6666666666666666,1.0,4.086,1.2809034572733202
9,0.6666666666666666,1.0,4.058,1.2802185257664709
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,0.8,4.016,0.9175231711353857
1,0.6666666666666666,1.0,4.074,1.5281586188348228
2,0.6666666666666666,1.0,4.014,1.5266845622310494
3,0.6666666666666666,1.0,4.066,1.5279620779543197
4,0.6666666666666666,1.0,4.093999999999999,1.5286499710360808
5,0.6666666666666666,1.0,4.096,1.5286991062562065
6,0.6666666666666666,1.0,4.112,1.5290921880172128
7,0.6666666666666666,1.0,4.122,1.5293378641178417
8,0.6666666666666666,0.8,4.044,1.3940882571996027
9,0.6666666666666666,1.0,4.066000000000001,1.5279620779543197
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.042,1.1908763274589693
1,0.6666666666666666,1.0,4.0520000000000005,1.1911217744178815
2,0.6666666666666666,1.0,4.056,1.1912199532014465
3,0.6666666666666666,1.0,4.068,1.191514489552141
4,0.6666666666666666,1.0,4.081999999999999,1.191858115294618
5,0.6666666666666666,1.0,4.094,1.1921526516453127
6,0.6666666666666666,1.0,4.096,1.192201741037095
7,0.6666666666666666,1.0,4.126,1.1929380819138315
8,0.6666666666666666,0.8,4.087999999999999,1.0670053834699653
9,0.6666666666666666,1.0,4.038,1.1907781486754045
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,0.8,4.072,0.9440384374983016
1,0.25,1.0,4.0840000000000005,1.0776652698288467
2,0.6666666666666666,1.0,4.084,1.596183788347365
3,0.25,1.0,4.12,1.0785457668204819
4,0.6666666666666666,0.8,4.055999999999999,1.4621656240205376
5,0.6666666666666666,1.0,4.024,1.5947162933613062
6,0.6666666666666666,1.0,4.083999999999999,1.596183788347365
7,0.6666666666666666,1.0,4.0920000000000005,1.5963794543455063
8,0.6666666666666666,1.0,4.12,1.5970642853390002
9,0.6666666666666666,1.0,4.15,1.5977980328320298
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,0.8,4.082,1.1811398258938524
1,0.6666666666666666,0.8,4.095999999999999,1.1814827278239004
2,0.6666666666666666,0.8,4.114,1.181923601733962
3,0.6666666666666666,1.0,4.068,1.3141302572971376
4,0.6666666666666666,1.0,4.07,1.3141792432871446
5,0.6666666666666666,1.0,4.082,1.3144731592271857
6,0.6666666666666666,1.0,4.106,1.315060991107268
7,0.6666666666666666,1.0,4.18,1.3168734727375218
8,0.6666666666666666,1.0,3.976,1.3118769017568221
9,0.6666666666666666,1.0,4.054,1.3137873553670896
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.0520000000000005,1.5132231696500562
1,0.6666666666666666,1.0,4.0600000000000005,1.5134197105305596
2,0.6666666666666666,1.0,4.08,1.5139110627318173
3,0.6666666666666666,1.0,4.088,1.5141076036123204
4,0.6666666666666666,1.0,4.095999999999999,1.5143041444928236
5,0.6666666666666666,1.0,4.096,1.5143041444928236
6,0.6666666666666666,0.8,4.044,1.3591804749233993
7,0.6666666666666666,1.0,4.066,1.5135671161909368
8,0.6666666666666666,1.0,4.068,1.5136162514110625
9,0.6666666666666666,1.0,4.054,1.5132723048701822
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,0.8,4.112,1.2199895922410462
1,0.6666666666666666,1.0,4.074000000000001,1.3619158188806486
2,0.6666666666666666,1.0,4.082,1.3621118012422362
3,0.6666666666666666,1.0,4.086,1.3622097924230299
4,0.6666666666666666,1.0,4.086,1.3622097924230299
5,0.6666666666666666,1.0,4.136,1.3634346821829515
6,0.6666666666666666,0.8,4.0200000000000005,1.2177357950827905
7,0.6666666666666666,0.8,4.061999999999999,1.2187647024811246
8,0.6666666666666666,1.0,4.0600000000000005,1.3615728497478705
9,0.6666666666666666,1.0,4.101999999999999,1.3626017571462048
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.0280000000000005,1.3346713446762488
1,0.6666666666666666,1.0,4.032,1.3347694319739438
2,0.6666666666666666,1.0,4.055999999999999,1.3353579557601134
3,0.6666666666666666,1.0,4.068,1.3356522176531984
4,0.6666666666666666,1.0,4.09,1.3361916977905206
5,0.6666666666666666,1.0,4.098,1.3363878723859104
6,0.6666666666666666,1.0,4.116,1.3368292652255378
7,0.6666666666666666,1.0,4.17,1.3381534437444196
8,0.6666666666666666,0.8,4.144,1.1836697224632486
9,0.6666666666666666,1.0,3.978,1.333445253455062
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,3.9859999999999998,1.5119106237698507
1,0.6666666666666666,1.0,4.056,1.5136357814985573
2,0.6666666666666666,1.0,4.0600000000000005,1.5137343619401977
3,0.6666666666666666,1.0,4.07,1.5139808130442987
4,0.6666666666666666,1.0,4.072,1.5140301032651189
5,0.6666666666666666,1.0,4.112,1.5150159076815226
6,0.6666666666666666,0.8,4.04,1.3593953058858421
7,0.6666666666666666,1.0,4.037999999999999,1.5131921695111756
8,0.6666666666666666,1.0,4.036,1.5131428792903554
9,0.6666666666666666,0.8,4.106,1.3610218831729084
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,1.0,4.044,1.0986535024318385
1,0.25,1.0,4.086,1.0996800459132874
2,0.6666666666666666,1.0,4.076,1.5753128237811127
3,0.6666666666666666,1.0,4.048,1.5746284614601467
4,0.6666666666666666,1.0,4.086,1.5755572388957433
5,0.6666666666666666,1.0,4.103999999999999,1.5759971861020785
6,0.6666666666666666,1.0,4.117999999999999,1.5763393672625616
7,0.6666666666666666,1.0,4.136,1.5767793144688969
8,0.6666666666666666,1.0,4.142,1.5769259635376751
9,0.6666666666666666,1.0,4.074,1.5752639407581865
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.25,1.0,4.072,1.0519773384647662
1,0.6666666666666666,1.0,4.0920000000000005,1.5283446314276183
2,0.25,1.0,4.0840000000000005,1.0522713984530037
3,0.6666666666666666,0.8,4.029999999999999,1.3934919881550574
4,0.6666666666666666,1.0,4.048,1.527266411470747
5,0.6666666666666666,1.0,4.076,1.5279525514433014
6,0.6666666666666666,1.0,4.096,1.5284426514236975
7,0.6666666666666666,1.0,4.098,1.528491661421737
8,0.6666666666666666,1.0,4.1240000000000006,1.529128791396252
9,0.6666666666666666,0.6,4.087999999999999,1.2615799447648721
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,0.8,4.045999999999999,1.2992980906101212
1,0.6666666666666666,1.0,4.026000000000001,1.4238072448829333
2,0.6666666666666666,1.0,4.046,1.4242980906101212
3,0.6666666666666666,1.0,4.075999999999999,1.425034359200903
4,0.6666666666666666,1.0,4.108,1.4258197123644039
5,0.6666666666666666,1.0,4.116,1.426016050655279
6,0.6666666666666666,1.0,4.1240000000000006,1.4262123889461542
7,0.6666666666666666,0.8,4.106,1.300770627791685
8,0.6666666666666666,1.0,4.016,1.4235618220193393
9,0.6666666666666666,1.0,4.082,1.4251816129190595
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,0.8,4.122,1.220452733608505
1,0.6666666666666666,1.0,4.045999999999999,1.361444021609515
2,0.6666666666666666,1.0,4.076,1.3621805432632514
3,0.6666666666666666,1.0,4.078,1.3622296447068338
4,0.6666666666666666,1.0,4.0840000000000005,1.3623769490375812
5,0.6666666666666666,1.0,4.162000000000001,1.3642919053372964
6,0.6666666666666666,0.8,4.044,1.2185377773087895
7,0.6666666666666666,0.8,4.017999999999999,1.2178994585422178
8,0.6666666666666666,1.0,4.031999999999999,1.3611003115044378
9,0.6666666666666666,1.0,4.069999999999999,1.3620332389325043
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.036,1.3347269574215064
1,0.6666666666666666,1.0,4.044,1.3349228534007413
2,0.6666666666666666,1.0,4.072,1.335608489328064
3,0.6666666666666666,1.0,4.082,1.3358533593021078
4,0.6666666666666666,1.0,4.090000000000001,1.3360492552813428
5,0.6666666666666666,1.0,4.114,1.336636943219048
6,0.6666666666666666,1.0,4.130000000000001,1.337028735177518
7,0.6666666666666666,1.0,4.144,1.3373715531411792
8,0.6666666666666666,1.0,4.04,1.3348249054111239
9,0.6666666666666666,0.8,4.086,1.1821051534455715
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.054,1.3346550485649145
1,0.6666666666666666,1.0,4.0600000000000005,1.3348012117805053
2,0.6666666666666666,1.0,4.072,1.3350935382116866
3,0.6666666666666666,1.0,4.088,1.3354833067865952
4,0.6666666666666666,1.0,4.106,1.3359217964333674
5,0.6666666666666666,1.0,4.124,1.3363602860801398
6,0.6666666666666666,1.0,4.1819999999999995,1.3377731971641835
7,0.6666666666666666,1.0,4.228,1.3388937818170459
8,0.6666666666666666,1.0,4.086,1.3354345857147316
9,0.6666666666666666,0.8,4.05,1.1807114525750335
index,gender_rate,school_diversity,cgpa_average,*diversity
0,0.6666666666666666,1.0,4.036,1.2318588679490934
